G,W,ORB,FTR,2P_O,3P_O,P_V
28,14,35.2,28.8,48.0,38.7,0.5
31,16,31.8,34.9,48.5,36.1,0.5161290322580645
28,6,31.6,45.7,45.5,29.2,0.21428571428571427
31,15,24.7,35.1,49.0,36.8,0.4838709677419355
33,22,37.4,34.3,53.2,34.7,0.6666666666666666
28,17,34.2,39.5,48.3,33.1,0.6071428571428571
30,12,29.0,38.5,47.7,32.5,0.4
32,19,34.7,35.9,49.0,34.8,0.59375
33,24,25.2,27.9,61.7,37.6,0.7272727272727273
29,12,29.9,32.2,44.6,35.3,0.41379310344827586
29,11,27.1,33.4,48.2,35.1,0.3793103448275862
35,23,33.4,30.4,51.3,31.8,0.6571428571428571
27,8,31.0,36.7,48.5,31.8,0.2962962962962963
30,9,29.3,33.0,47.2,32.4,0.3
29,14,26.2,37.7,50.7,39.3,0.4827586206896552
29,10,28.5,24.1,50.7,32.2,0.3448275862068966
28,15,25.5,37.8,48.1,33.9,0.5357142857142857
31,19,28.2,37.7,47.5,34.5,0.6129032258064516
31,22,32.3,34.7,51.1,37.5,0.7096774193548387
31,14,29.2,28.7,46.7,36.2,0.45161290322580644
29,13,27.3,32.6,47.7,32.0,0.4482758620689655
31,24,33.0,30.2,52.3,31.0,0.7741935483870968
31,13,27.8,33.9,47.1,33.6,0.41935483870967744
29,10,28.5,34.6,47.6,30.3,0.3448275862068966
29,10,25.6,29.1,47.4,36.6,0.3448275862068966
29,12,31.5,26.4,49.9,34.1,0.41379310344827586
28,9,28.7,36.2,49.3,32.6,0.32142857142857145
29,8,27.9,36.3,43.9,33.6,0.27586206896551724
34,18,31.8,42.1,49.9,35.0,0.5294117647058824
33,18,26.0,30.3,47.0,35.9,0.5454545454545454
34,16,34.4,40.8,47.7,33.5,0.47058823529411764
30,16,28.5,36.8,46.0,32.0,0.5333333333333333
37,24,33.6,40.5,46.0,37.7,0.6486486486486487
32,12,31.5,33.8,45.8,32.9,0.375
31,16,31.4,33.9,48.9,33.4,0.5161290322580645
31,13,26.4,39.7,48.7,34.2,0.41935483870967744
32,15,31.5,37.8,46.6,33.6,0.46875
29,14,30.8,45.3,47.4,31.8,0.4827586206896552
32,15,32.8,32.3,48.8,36.3,0.46875
34,19,33.4,41.2,47.3,33.1,0.5588235294117647
30,8,23.9,31.1,50.3,34.6,0.26666666666666666
33,15,24.4,31.9,48.7,36.6,0.45454545454545453
34,21,32.9,37.7,46.6,34.0,0.6176470588235294
33,19,33.0,37.5,49.9,35.1,0.5757575757575758
31,5,26.9,34.3,46.3,34.6,0.16129032258064516
30,14,29.6,37.3,48.2,32.3,0.4666666666666667
30,20,30.9,33.1,57.4,36.0,0.6666666666666666
31,9,34.9,30.8,49.4,35.4,0.2903225806451613
30,13,20.0,27.2,50.6,36.6,0.43333333333333335
31,8,34.8,38.1,45.1,28.6,0.25806451612903225
32,17,29.3,33.3,48.8,35.8,0.53125
36,23,31.0,31.7,53.1,35.7,0.6388888888888888
32,16,31.8,38.7,53.3,32.9,0.5
35,19,32.8,41.6,50.3,36.9,0.5428571428571428
36,24,30.0,29.9,52.4,37.6,0.6666666666666666
35,23,24.1,34.4,53.6,37.0,0.6571428571428571
34,21,28.9,36.7,51.6,34.6,0.6176470588235294
31,12,24.6,24.7,51.7,37.7,0.3870967741935484
32,17,28.4,33.3,48.1,33.6,0.53125
31,8,23.3,34.8,46.5,35.0,0.25806451612903225
36,23,30.7,37.2,52.3,32.3,0.6388888888888888
31,18,30.8,36.8,54.5,32.1,0.5806451612903226
31,15,29.9,36.1,53.2,31.7,0.4838709677419355
33,17,30.8,38.2,51.4,35.5,0.5151515151515151
33,16,27.0,27.6,50.3,38.2,0.48484848484848486
31,17,31.0,35.5,54.6,37.0,0.5483870967741935
32,11,25.2,30.3,51.5,36.4,0.34375
33,17,21.3,34.4,51.8,37.4,0.5151515151515151
29,14,29.7,32.0,51.1,32.2,0.4827586206896552
29,12,28.2,44.9,50.8,36.8,0.41379310344827586
33,18,29.6,40.3,46.2,38.1,0.5454545454545454
32,15,23.7,27.4,53.8,39.5,0.46875
29,13,29.6,34.9,45.4,33.7,0.4482758620689655
29,15,29.2,36.2,47.8,34.8,0.5172413793103449
30,11,31.9,37.6,40.4,32.5,0.36666666666666664
31,12,29.5,30.6,48.8,33.1,0.3870967741935484
31,12,23.5,31.7,47.7,34.1,0.3870967741935484
32,18,31.0,31.7,49.3,33.4,0.5625
33,18,26.5,37.0,51.0,36.1,0.5454545454545454
30,16,29.7,43.9,51.2,35.8,0.5333333333333333
29,12,26.6,29.9,50.3,37.0,0.41379310344827586
30,6,22.3,31.6,47.9,36.5,0.2
31,16,29.1,31.7,48.5,39.3,0.5161290322580645
30,9,31.4,38.4,48.7,30.4,0.3
32,18,32.6,42.8,50.8,30.5,0.5625
30,8,21.7,30.7,51.7,31.8,0.26666666666666666
31,13,26.4,28.0,50.7,35.1,0.41935483870967744
31,18,28.1,33.4,50.0,35.3,0.5806451612903226
31,10,24.8,33.4,49.4,36.1,0.3225806451612903
32,15,19.4,34.4,49.3,34.5,0.46875
29,9,20.0,29.4,49.2,32.6,0.3103448275862069
31,20,23.2,32.0,53.4,39.2,0.6451612903225806
32,16,33.0,39.2,45.3,33.2,0.5
31,16,36.9,35.9,49.0,30.6,0.5161290322580645
30,6,23.8,30.4,50.7,33.8,0.2
29,13,27.1,24.5,48.8,38.1,0.4482758620689655
30,15,28.3,32.8,51.1,37.3,0.5
32,19,25.6,29.0,49.0,36.3,0.59375
31,12,19.3,29.7,55.1,32.6,0.3870967741935484
30,10,21.0,28.8,51.4,37.4,0.3333333333333333
29,16,25.3,25.8,47.7,40.6,0.5517241379310345
30,9,29.1,33.3,48.1,31.3,0.3
31,20,31.7,36.2,50.2,32.3,0.6451612903225806
30,15,26.1,35.8,55.6,32.5,0.5
31,13,21.6,24.3,51.0,31.8,0.41935483870967744
32,15,28.6,24.8,54.5,34.2,0.46875
33,21,25.8,33.9,53.3,35.1,0.6363636363636364
33,16,20.6,23.1,52.5,35.4,0.48484848484848486
29,10,22.2,24.5,49.2,38.3,0.3448275862068966
31,20,23.5,34.9,51.9,42.4,0.6451612903225806
32,11,27.9,33.6,51.8,34.2,0.34375
31,12,31.8,30.5,46.4,31.7,0.3870967741935484
29,12,31.4,33.6,44.5,31.6,0.41379310344827586
30,12,28.4,36.0,45.8,34.0,0.4
28,10,29.7,33.0,44.1,32.0,0.35714285714285715
28,19,32.6,36.2,47.5,31.4,0.6785714285714286
33,19,34.6,39.6,49.2,34.7,0.5757575757575758
34,20,32.6,26.1,46.0,29.9,0.5882352941176471
31,10,30.0,41.9,47.0,32.9,0.3225806451612903
28,11,29.0,36.5,42.8,31.1,0.39285714285714285
27,8,31.3,38.0,48.1,33.5,0.2962962962962963
30,15,31.8,38.1,50.8,31.3,0.5
31,9,33.0,39.1,43.1,35.6,0.2903225806451613
29,9,28.0,40.1,45.1,31.5,0.3103448275862069
29,12,29.7,37.7,45.6,33.3,0.41379310344827586
28,14,24.5,37.5,47.1,34.8,0.5
32,17,37.7,42.2,49.9,31.1,0.53125
32,18,31.5,32.2,50.0,34.5,0.5625
31,12,30.5,38.3,45.1,31.9,0.3870967741935484
29,13,29.8,37.7,46.0,32.1,0.4482758620689655
29,8,29.4,37.2,44.8,31.5,0.27586206896551724
34,23,36.3,34.4,49.5,32.5,0.6764705882352942
28,9,28.9,37.1,46.3,32.7,0.32142857142857145
31,20,31.0,41.5,49.7,37.7,0.6451612903225806
37,20,30.5,29.2,48.0,32.7,0.5405405405405406
31,18,25.2,39.9,49.2,36.3,0.5806451612903226
31,20,29.9,33.9,53.3,35.0,0.6451612903225806
30,15,28.4,32.3,48.2,33.8,0.5
31,21,36.3,42.2,51.5,34.2,0.6774193548387096
31,9,29.5,26.0,47.0,32.5,0.2903225806451613
30,14,27.2,38.3,49.0,31.7,0.4666666666666667
34,22,28.2,36.8,50.1,34.1,0.6470588235294118
34,27,32.6,34.6,54.7,33.0,0.7941176470588235
31,15,29.5,36.8,49.9,33.3,0.4838709677419355
30,11,30.2,33.1,49.2,33.2,0.36666666666666664
29,14,34.2,38.8,48.4,33.3,0.4827586206896552
31,21,30.3,38.2,48.4,33.6,0.6774193548387096
30,7,28.3,32.1,47.3,31.8,0.23333333333333334
32,27,35.9,38.0,52.4,35.4,0.84375
29,16,25.2,24.3,47.0,35.6,0.5517241379310345
30,14,25.7,37.7,48.3,32.3,0.4666666666666667
31,15,31.9,36.3,48.4,33.1,0.4838709677419355
31,16,26.9,33.6,52.1,33.7,0.5161290322580645
33,21,30.8,34.8,51.0,36.5,0.6363636363636364
29,11,25.9,37.0,51.3,34.4,0.3793103448275862
30,13,33.7,37.9,46.5,32.3,0.43333333333333335
32,17,32.7,39.4,49.4,37.0,0.53125
31,21,27.4,35.0,56.8,32.4,0.6774193548387096
29,10,24.3,42.5,54.9,35.6,0.3448275862068966
30,19,29.1,35.1,50.5,34.2,0.6333333333333333
34,19,26.9,35.8,49.6,39.7,0.5588235294117647
32,17,25.5,35.1,51.1,37.0,0.53125
32,24,33.2,34.4,50.8,32.4,0.75
28,12,27.2,31.7,51.7,33.2,0.42857142857142855
32,17,31.0,34.5,47.9,30.5,0.53125
30,20,32.5,43.8,49.9,34.4,0.6666666666666666
28,14,29.6,39.8,45.5,36.7,0.5
31,9,29.5,44.1,48.9,32.8,0.2903225806451613
33,17,33.3,40.2,48.3,34.2,0.5151515151515151
31,12,30.1,37.9,49.2,34.0,0.3870967741935484
27,8,31.3,38.0,46.8,40.2,0.2962962962962963
30,8,30.6,31.3,47.6,36.1,0.26666666666666666
28,9,31.9,29.8,46.7,31.4,0.32142857142857145
30,13,34.7,34.6,47.2,34.8,0.43333333333333335
34,22,28.3,34.9,50.4,38.3,0.6470588235294118
33,17,32.1,43.3,54.2,31.9,0.5151515151515151
32,16,36.1,31.7,47.9,35.2,0.5
31,11,29.4,44.7,51.0,31.9,0.3548387096774194
29,7,26.7,31.1,50.1,31.7,0.2413793103448276
31,12,27.1,28.0,49.1,36.3,0.3870967741935484
27,6,26.3,27.0,45.7,32.5,0.2222222222222222
31,13,30.4,38.2,48.3,33.0,0.41935483870967744
30,13,26.2,38.4,45.8,40.9,0.43333333333333335
29,19,31.2,40.3,53.3,33.1,0.6551724137931034
33,23,27.2,32.1,53.3,38.1,0.696969696969697
30,15,33.9,32.8,49.6,34.4,0.5
34,20,29.4,41.5,50.2,38.9,0.5882352941176471
30,12,28.0,32.8,47.8,33.9,0.4
32,25,34.3,30.1,50.4,37.0,0.78125
28,6,26.6,29.5,48.2,32.0,0.21428571428571427
30,9,31.5,27.7,41.9,30.4,0.3
30,16,28.1,31.9,49.4,38.4,0.5333333333333333
31,10,26.6,34.6,48.6,34.8,0.3225806451612903
32,25,30.7,33.1,54.8,34.7,0.78125
31,23,27.0,28.2,56.8,35.3,0.7419354838709677
32,19,31.4,35.7,52.7,37.8,0.59375
30,10,24.7,30.8,53.3,37.2,0.3333333333333333
29,11,27.4,32.7,47.9,33.4,0.3793103448275862
28,9,25.4,27.7,43.7,32.3,0.32142857142857145
30,12,29.0,31.8,45.3,33.0,0.4
31,21,25.0,28.5,50.9,40.2,0.6774193548387096
29,12,24.6,24.2,49.3,36.3,0.41379310344827586
32,24,37.0,30.0,55.0,35.9,0.75
30,25,28.7,24.9,56.7,36.0,0.8333333333333334
29,11,28.8,35.7,51.2,33.8,0.3793103448275862
32,17,28.1,33.9,53.0,37.3,0.53125
27,12,25.1,25.8,54.2,33.5,0.4444444444444444
34,29,31.4,30.6,51.4,33.8,0.8529411764705882
29,11,21.7,29.2,47.6,35.4,0.3793103448275862
31,7,28.4,34.8,52.3,36.8,0.22580645161290322
33,18,29.6,43.7,52.3,32.2,0.5454545454545454
34,14,27.6,48.8,43.4,35.0,0.4117647058823529
33,16,31.7,31.4,50.3,32.4,0.48484848484848486
31,12,32.3,46.4,47.9,31.1,0.3870967741935484
31,8,29.4,32.5,44.2,32.5,0.25806451612903225
32,16,34.6,37.3,45.2,30.1,0.5
32,16,37.0,32.3,47.4,33.1,0.5
33,21,34.1,38.1,49.6,35.1,0.6363636363636364
34,20,31.9,42.4,51.5,39.6,0.5882352941176471
33,18,28.3,40.7,48.5,33.9,0.5454545454545454
32,16,30.9,37.6,46.1,39.7,0.5
31,11,27.9,41.0,44.3,34.0,0.3548387096774194
36,21,32.9,39.5,48.9,31.9,0.5833333333333334
34,20,32.4,43.5,44.8,36.8,0.5882352941176471
33,19,29.8,43.0,52.0,32.7,0.5757575757575758
32,20,34.6,41.3,46.5,33.8,0.625
31,14,29.7,29.5,52.6,33.4,0.45161290322580644
31,10,26.8,39.6,47.6,31.0,0.3225806451612903
33,24,37.5,43.2,46.6,35.4,0.7272727272727273
34,15,32.1,34.1,47.4,32.7,0.4411764705882353
34,19,34.1,39.1,48.7,31.7,0.5588235294117647
32,18,30.3,42.5,48.5,36.6,0.5625
33,19,28.9,40.7,48.3,31.8,0.5757575757575758
31,10,31.2,31.5,50.2,33.6,0.3225806451612903
36,22,33.9,42.8,46.8,34.7,0.6111111111111112
32,16,27.1,33.9,50.4,34.7,0.5
32,8,28.2,38.7,45.0,30.4,0.25
31,16,31.8,42.9,46.0,32.4,0.5161290322580645
31,16,37.4,33.3,52.1,32.9,0.5161290322580645
33,18,34.8,40.1,47.4,31.8,0.5454545454545454
33,18,29.2,32.5,56.3,34.6,0.5454545454545454
32,12,31.3,33.8,48.7,31.9,0.375
36,25,32.1,31.7,55.2,31.5,0.6944444444444444
32,17,33.6,42.8,43.5,33.8,0.53125
32,12,28.6,36.2,50.8,35.3,0.375
34,18,31.5,38.0,49.9,34.0,0.5294117647058824
34,18,28.3,38.4,50.6,34.5,0.5294117647058824
32,11,32.7,41.3,51.1,32.2,0.34375
32,15,31.9,29.8,47.6,36.3,0.46875
31,16,31.8,36.2,44.9,36.5,0.5161290322580645
32,14,32.7,34.2,51.0,30.8,0.4375
32,9,29.0,40.6,50.0,31.1,0.28125
28,7,24.1,28.3,42.0,37.8,0.25
29,2,28.0,39.3,46.5,35.3,0.06896551724137931
24,8,37.6,39.4,47.5,31.5,0.3333333333333333
25,14,25.7,45.3,51.8,35.0,0.56
26,11,34.6,41.9,50.7,31.9,0.4230769230769231
27,11,33.7,30.9,45.9,31.6,0.4074074074074074
26,8,35.7,45.9,45.2,33.9,0.3076923076923077
26,7,30.1,42.4,48.4,31.2,0.2692307692307692
28,15,29.8,35.1,51.6,36.8,0.5357142857142857
31,22,36.0,46.3,47.3,32.1,0.7096774193548387
31,8,29.1,32.5,53.0,31.2,0.25806451612903225
32,18,30.3,51.0,48.7,33.5,0.5625
27,9,24.5,40.3,48.4,36.3,0.3333333333333333
28,7,31.3,41.9,47.4,37.2,0.25
30,13,29.6,44.9,49.3,35.5,0.43333333333333335
25,14,22.5,35.5,44.7,38.9,0.56
26,7,33.4,42.6,46.7,32.6,0.2692307692307692
26,7,28.1,36.2,44.9,33.2,0.2692307692307692
27,7,34.8,43.2,43.8,32.5,0.25925925925925924
31,8,25.0,40.4,47.7,30.9,0.25806451612903225
24,5,27.3,35.2,49.5,34.3,0.20833333333333334
30,15,28.8,36.6,48.0,34.1,0.5
31,10,29.4,37.0,49.1,36.5,0.3225806451612903
31,23,30.9,37.7,48.2,34.1,0.7419354838709677
25,13,23.0,34.7,50.7,37.1,0.52
32,8,28.8,35.9,46.7,37.5,0.25
27,17,35.7,37.8,48.6,33.5,0.6296296296296297
25,12,22.2,43.6,48.2,37.8,0.48
30,19,31.2,40.3,49.3,35.8,0.6333333333333333
26,7,25.4,34.4,46.2,33.4,0.2692307692307692
27,14,26.8,35.8,49.0,33.5,0.5185185185185185
25,13,29.6,41.0,47.9,36.3,0.52
30,21,31.6,36.3,47.7,30.6,0.7
30,16,35.0,37.0,48.3,36.1,0.5333333333333333
30,18,34.7,40.6,50.3,31.4,0.6
33,24,29.3,37.1,52.1,32.8,0.7272727272727273
28,16,27.3,31.5,51.9,31.8,0.5714285714285714
34,18,27.2,36.1,50.7,35.6,0.5294117647058824
28,6,34.0,35.5,44.4,32.8,0.21428571428571427
24,7,26.9,41.1,45.4,34.6,0.2916666666666667
29,19,31.7,36.3,46.7,34.4,0.6551724137931034
25,12,29.3,32.7,47.3,34.6,0.48
30,16,32.6,41.5,47.3,35.6,0.5333333333333333
28,21,30.5,37.3,51.6,34.8,0.75
25,4,32.4,33.2,44.9,28.3,0.16
32,21,32.5,34.0,47.0,33.7,0.65625
31,22,29.5,35.3,50.9,34.4,0.7096774193548387
26,11,28.8,37.0,46.7,34.4,0.4230769230769231
30,14,24.5,34.2,46.3,35.3,0.4666666666666667
28,12,33.8,42.4,49.3,33.4,0.42857142857142855
27,6,23.1,34.8,51.4,35.1,0.2222222222222222
29,20,36.2,42.3,48.8,33.6,0.6896551724137931
27,9,29.7,38.8,51.3,31.0,0.3333333333333333
29,19,32.8,36.0,47.2,33.3,0.6551724137931034
27,14,23.5,21.9,45.4,37.0,0.5185185185185185
28,11,28.9,33.6,46.2,28.0,0.39285714285714285
30,21,29.7,26.0,48.6,37.5,0.7
31,17,32.5,37.2,50.4,33.6,0.5483870967741935
26,14,29.1,36.2,47.6,33.3,0.5384615384615384
28,14,31.1,29.8,47.6,32.3,0.5
30,12,19.3,31.2,55.5,38.0,0.4
28,13,25.1,41.1,52.6,36.3,0.4642857142857143
31,10,31.1,32.8,47.3,29.6,0.3225806451612903
28,11,30.5,42.6,49.2,33.1,0.39285714285714285
32,17,29.5,44.5,45.6,35.8,0.53125
31,15,31.0,33.7,44.2,35.8,0.4838709677419355
33,22,28.8,40.4,48.6,38.1,0.6666666666666666
26,6,20.0,30.3,41.2,35.2,0.23076923076923078
31,16,20.0,36.6,54.3,38.3,0.5161290322580645
32,22,28.1,33.4,49.0,40.3,0.6875
31,12,27.7,31.9,45.6,33.3,0.3870967741935484
30,16,28.1,42.6,52.6,33.6,0.5333333333333333
31,18,25.6,33.9,49.1,34.1,0.5806451612903226
29,12,28.1,36.6,48.0,38.0,0.41379310344827586
30,12,25.0,30.1,50.5,36.4,0.4
24,7,25.5,32.0,46.0,37.8,0.2916666666666667
30,16,28.8,34.6,52.1,40.2,0.5333333333333333
30,20,28.8,25.8,54.9,39.0,0.6666666666666666
30,14,29.6,33.2,48.5,37.8,0.4666666666666667
31,18,28.9,40.6,49.0,38.4,0.5806451612903226
28,19,25.0,39.7,50.8,36.3,0.6785714285714286
28,8,25.0,30.6,47.9,35.4,0.2857142857142857
32,22,27.5,42.7,48.8,34.2,0.6875
26,8,18.9,29.0,45.1,38.7,0.3076923076923077
28,15,30.6,32.8,49.2,39.5,0.5357142857142857
29,18,25.6,31.6,51.3,36.6,0.6206896551724138
29,9,24.9,27.3,50.0,35.8,0.3103448275862069
29,15,23.0,30.4,52.5,36.8,0.5172413793103449
28,11,35.0,24.3,47.7,34.2,0.39285714285714285
31,26,29.4,35.7,51.9,35.0,0.8387096774193549
24,12,18.0,28.3,48.6,34.9,0.5
29,8,26.4,26.2,47.8,36.2,0.27586206896551724
30,18,23.1,26.9,55.8,37.2,0.6
31,21,24.8,24.1,51.8,39.3,0.6774193548387096
30,11,29.8,26.1,50.7,36.4,0.36666666666666664
28,13,21.5,35.9,49.6,33.9,0.4642857142857143
32,24,23.9,31.9,56.2,41.2,0.75
29,10,22.6,23.2,45.9,38.2,0.3448275862068966
28,8,35.2,41.6,45.4,29.1,0.2857142857142857
27,17,36.0,34.6,46.4,35.4,0.6296296296296297
